Sample_ID,Model,System_Prompt,Question,Context,Ground_Truth_Answer,Extract_EN
2161,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Đâu là những thực phẩm nên ăn để phòng ngừa bệnh tăng huyết áp vô căn nguyên phát?,"Để phòng ngừa bệnh, chúng ta nên thực hiện một số biện pháp sau đây: - Hạn chế tình trạng thừa cân, béo phì. Duy trì cân nặng nằm trong mức cho phép theo khuyến cáo của các nhà tư vấn dinh dưỡng.
- Từ bỏ thói quen hút thuốc lá.
- Chế độ ăn lành mạnh. Đó là ăn nhiều trái cây, rau củ, hạn chế mỡ động vật.
- Ăn ít muối, ăn nhạt vừa phải, không nên ăn quá mặn.
- Hạn chế uống rượu bia và các thức uống có cồn.
- Tập thể dục, thể thao thường xuyên hơn.
- Có chế độ sinh hoạt và nghỉ ngơi khoa học. Quản lý tốt tình trạng căng thẳng tâm lý của cơ thể. Hy vọng những thông tin trong bài viết phần nào giúp bạn đọc hiểu rõ hơn về bệnh lý tăng huyết áp vô căn nguyên phát. Từ đó, các bạn sẽ có kế hoạch sinh hoạt, ăn uống và làm việc hợp lý. Mục tiêu chính là giảm nguy cơ mắc bệnh, cũng như phát hiện sớm bệnh để được điều trị kịp thời.","Nên ăn nhiều trái cây, rau củ, hạn chế mỡ động vật.","Để phòng ngừa bệnh tăng huyết áp vô căn nguyên phát, bạn nên ăn nhiều trái cây, rau củ, hạn chế mỡ động vật."
2162,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Các yếu tố nào làm tăng nguy cơ loãng xương?,"Bất cứ ai cũng có thể bị loãng xương nhưng một số có nguy cơ bị loãng xương cao hơn người khác: - Phụ nữ có nguy cơ cao gấp bốn lần so với nam giới. Quá trình mất xương tăng tốc trong vài năm sau khi mãn kinh, khi buồng trứng ngừng sản xuất hormone sinh dục nữ estrogen.
- Người mắc một số bệnh lý cũng gây tăng nguy cơ loãng xương như: cường giáp, đái tháo đường, to đầu chi,..
- Ăn uống thiếu chất, suy dinh dưỡng hay các bệnh gan mãn tĩnh.
- Người thường xuyên sử dụng thuốc corticoid (prednisolon, methylprednisolon,…) trong thời gian dài cũng làm tăng nguy cơ loãng xương.","Các yếu tố làm tăng nguy cơ loãng xương là: chế độ ăn uống thiếu chất, suy dinh dưỡng hoặc các bệnh gan mãn tính, thường xuyên sử dụng thuốc corticoid trong thời gian dài.","Các yếu tố làm tăng nguy cơ loãng xương bao gồm: phụ nữ có nguy cơ cao gấp bốn lần so với nam giới, người mắc một số bệnh lý, ăn uống thiếu chất, suy dinh dưỡng hay các bệnh gan mãn tĩnh, người thường xuyên sử dụng thuốc corticoid trong thời gian dài."
2163,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Cục máu đông gây tắc nghẽn động mạch nào có thể xảy ra do không có lỗ van ba lá?," Mặc dù việc điều trị đối với trẻ bị tật này sẽ giúp cải thiện đáng kể, nhưng vẫn có những biến chứng xảy ra, bao gồm:  - Hình thành cục máu đông. Cục máu đông này có thể làm tắc nghẽn động mạch trong phổi (thuyên tắc phổi) hoặc gây đột quỵ.
- Dễ mệt mỏi khi vận động hoặc tập thể dục.
- Nhịp tim bất thường (Rối loạn nhịp).
- Bệnh thận hoặc bệnh gan. ",Cục máu đông gây tắc nghẽn động mạch trong phổi (thuyên tắc phổi) có thể xảy ra do không có lỗ van ba lá.,Cục máu đông gây tắc nghẽn động mạch phổi (thuyên tắc phổi).
2164,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Điều trị bệnh tăng huyết áp liên quan đến việc thay đổi gì?,"Điều trị tăng huyết áp thường liên quan đến việc thay đổi lối sống và nếu cần thiết thì sẽ điều trị bằng thuốc. Đối với bệnh tăng huyết áp, việc thay đổi lối sống bao gồm: - Giảm cân.
- Bỏ hút thuốc lá.
- Thực hiện chế độ ăn uống lành mạnh, chẳng hạn như chế độ ăn DASH, có nhiều trái cây, rau, giàu protein và ngũ cốc nguyên hạt và ít muối và chất béo.
- Giảm lượng muối trong chế độ ăn uống của bạn.
- Tập thể dục nhịp điệu thường xuyên (Hoặc các hoạt động khác như đi bộ).
- Hạn chế uống rượu.
- Điều trị chứng ngưng thở khi ngủ nếu có mắc phải. Xem thêm: Những cách bấm huyệt hạ huyết áp bạn có thể thực hiện",Điều trị bệnh tăng huyết áp liên quan đến việc thay đổi lối sống và dùng thuốc nếu cần thiết.,Điều trị bệnh tăng huyết áp thường liên quan đến việc thay đổi lối sống.
2165,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Mục đích chính của xét nghiệm máu trong chẩn đoán bệnh Celiac là gì?,"Bên cạnh việc thăm khám và hỏi bệnh sử thì có những xét nghiệm giúp ích cho việc chẩn đoán bệnh Celiac như: - Xét nghiệm máu: Xét nghiệm máu giúp khảo sát những protein do cơ thể tạo ra khi tiêu hóa. Những bệnh nhân mắc Celiac cơ thể thường tạo kháng thể với Gluten nhiều hơn người bình thường. Do đó để chẩn đoán chính xác, bệnh nhân thường được yêu cầu ăn theo chế độ chứa Gluten trong vài tuần trước khi thực hiện xét nghiệm.
- Nội soi đường tiêu hóa, kèm sinh thiết: dụng cụ nội soi gồm có một ống mềm có chứa camera ở đầu ống. Ống nội soi được đưa vào đường tiêu hóa để khảo sát bề mặt của ruột non. Thông qua các dụng cụ đặc biệt có thể lấy một mẫu mô nhỏ để khảo sát dưới kính hiển vi chẩn đoán bệnh.",Xét nghiệm máu giúp khảo sát những protein do cơ thể tạo ra khi tiêu hóa. Những bệnh nhân mắc Celiac cơ thể thường tạo kháng thể với Gluten nhiều hơn người bình thường.,Mục đích chính của xét nghiệm máu trong chẩn đoán bệnh Celiac là để khảo sát những protein do cơ thể tạo ra khi tiêu hóa.
2166,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Các yếu tố nguy cơ gây bệnh ADHD có thể kể đến là gì?," Các yếu tố làm tăng nguy cơ mắc ADHD bao gồm:  - Di truyền: Cha mẹ hoặc anh chị em ruột bị ADHD hoặc mắc một rối loạn tâm thần khác.
- Tiếp xúc với môi trường độc hại. Tiếp xúc với chì, được tìm thấy chủ yếu trong sơn và đường ống trong các tòa nhà cũ.
- Mẹ có tiền sử sử dụng ma túy, rượu hoặc hút thuốc trong thai kỳ.
- Sinh non. ","Các yếu tố làm tăng nguy cơ mắc ADHD bao gồm di truyền, tiếp xúc với chì, tiền sử sử dụng ma túy, rượu hoặc hút thuốc trong thai kỳ của mẹ, và sinh non.","Các yếu tố nguy cơ gây bệnh ADHD bao gồm: Di truyền, tiếp xúc với môi trường độc hại, mẹ có tiền sử sử dụng ma túy, rượu hoặc hút thuốc trong thai kỳ, sinh non."
2167,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,"Estrogen là gì, và nó có liên quan thế nào đến lạc nội mạc tử cung?","Các nghiên cứu đã chỉ ra rằng uống quá nhiều rượu bia có thể làm tăng lượng estrogen mà cơ thể bạn tạo ra, có thể dẫn đến lạc nội mạc tử cung.","Estrogen là một loại hormone sinh dục nữ được sản xuất bởi buồng trứng, và nồng độ cao của estrogen có thể làm tăng nguy cơ mắc lạc nội mạc tử cung.","Estrogen là một loại hormone có trong cơ thể, có tác dụng làm tăng lượng estrogen mà cơ thể tạo ra."
2168,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Những yếu tố nào làm tăng nguy cơ mắc ung thư thanh quản?,"Nguy cơ bị tăng cao ở những người hút thuốc lá. Uống nhiều rượu cũng làm tăng nguy cơ ung thư. Đặc biệt khi kết hợp cả hút thuốc lá và uống rượu, nguy cơ mắc sẽ tăng gấp nhiều lần. Những nguy cơ khác bao gồm: - Tuổi: Thường xảy ra ở người trên 40 tuổi.
- Giới tính: thường xảy ra ở nam hơn là nữ.
- Người đã từng mắc ung thư vùng đầu mặt cổ: Một số người đã từng mắc ung thư đầu mặt cổ sẽ có nhiều nguy cơ mắc hơn.
- Nghề nghiệp: Công nhân tiếp xúc với bụi axit sulfuric, bụi ni-ken hay a-mi-ăng (asbestos) có nguy cơ mắc cao hơn người bình thường.
- Chế độ ăn: ăn các thức ăn chế biến sẵn hay thức ăn chiên rán, thiếu vitamin A có thể làm tăng nguy cơ mắc bệnh.","Hút thuốc lá, uống nhiều rượu là những yếu tố làm tăng nguy cơ mắc bệnh.","Uống nhiều rượu, hút thuốc lá, tiếp xúc với bụi axit sulfuric, bụi ni-ken hay a-mi-ăng (asbestos), chế độ ăn uống thiếu vitamin A."
2169,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Trật khớp háng là gì?,"Khớp háng bao gồm chỏm xương đùi và ổ cối của xương cánh chậu. Đây là khớp dạng chỏm cầu..là khi chỏm xương đùi bị trật ra khỏi vị trí bình thường của khớp háng. Các loại trật khớp háng: - Trật ra sau.
- Trật ra trước.
- Trật trung tâm: chỏm xương đùi lún sâu vào đáy hõm. Có thể bạn quan tâm: Trật khớp háng bẩm sinh xảy ra khi trẻ nhỏ chào đời với tình trạng khớp háng không ổn định. Tỉ lệ mắc dị tật này vào khoảng 1/800 – 1/1000 trẻ sơ sinh. Dị tật này xảy ra ở nữ nhiều hơn ở nam. Trật khớp háng bẩm sinh rất dễ bị bỏ sót. Nếu được phát hiện sớm, việc điều trị sẽ đơn giản hơn rất nhiều. Vì vậy, trang bị những kiến thức cơ bản về trật khớp háng bẩm sinh là vô cùng quan trọng. Hãy cùng tìm hiểu trật khớp háng bẩm sinh ở trẻ em qua bài viết: “Trật khớp háng bẩm sinh ở trẻ em có điều trị được không?“",Trật khớp háng là tình trạng chỏm xương đùi bị trật ra khỏi vị trí bình thường của khớp háng.,Trật khớp háng là khi chỏm xương đùi bị trật ra khỏi vị trí bình thường của khớp háng.
2170,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,"Ở giai đoạn nặng, bệnh viêm kết mạc do vi khuẩn gây ra có thể xuất hiện những biểu hiện gì?","- Mắt cảm giác cộm như có sạn, bỏng rát. Khó mở mắt vào buổi sáng khi ngủ dậy đổ ghèn, xuất hiện ở một bên mắt và sau đó lan sang mắt thứ 2;
- Mi mắt sưng nề và đóng vảy khô do tiết tố bám;
- Kết mạc cương tụ đỏ rõ nhất ở cùng đồ và nhạt dần khi ra đến vùng rìa. Trong trường hợp nặng có thể xuất hiện màng giả trên kết mạc.","Ở giai đoạn nặng, bệnh viêm kết mạc do vi khuẩn gây ra có thể xuất hiện biểu hiện màng giả trên kết mạc.","Ở giai đoạn nặng, bệnh viêm kết mạc do vi khuẩn gây ra có thể xuất hiện màng giả trên kết mạc."
2171,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Làm thế nào để chẩn đoán chính xác u nhú thanh quản?,"Bệnh có thể được chẩn đoán thông qua việc xem hình ảnh các tổn thương bằng thủ thuật soi thanh quản gián tiếp. Trong nội soi thanh quản gián tiếp, lưỡi được kéo về phía trước. Một gương soi thanh quản hoặc một ống soi cứng được đưa qua miệng để kiểm tra thanh quản. >> Xem thêm: Hội chứng phổi do virus Hanta: Nguyên nhân, chẩn đoán và điều trị Một dạng khác của nội soi thanh quản gián tiếp là đưa một ống soi mềm, được gọi là ống soi hoặc ống nội soi. Ống được đưa qua mũi và vào cổ họng để khảo sát thanh quản từ trên cao. Thủ thuật này còn được gọi là nội soi thanh quản bằng ống soi mềm. Sự xuất hiện của u nhú được mô tả là nhiều và hiếm khi mọc đơn lẻ, màu trắng với kết cấu sần sùi tương tự như súp lơ. U nhú thường xuất hiện trong thanh quản. Đặc biệt là trên các nếp gấp thanh quản và trong không gian phía trên các nếp thanh âm. Chỉ có thể chẩn đoán xác định u nhú thanh quản thông qua sinh thiết. Bao gồm xét nghiệm bằng kính hiển vi và xét nghiệm HPV trên một mẫu sinh thiết. Các mẫu sinh thiết được thu thập dưới gây mê toàn thân, qua nội soi thanh quản trực tiếp hoặc nội soi phế quản sợi quang.",Chẩn đoán được mô tả chính xác u nhú thanh quản phải thông qua sinh thiết. Bao gồm xét nghiệm bằng kính hiển vi và xét nghiệm HPV trên một mẫu sinh thiết.,"Chẩn đoán chính xác u nhú thanh quản thông qua sinh thiết, bao gồm xét nghiệm bằng kính hiển vi và xét nghiệm HPV trên một mẫu sinh thiết."
2172,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Các loại thuốc giảm đau không cần kê đơn nào thường được sử dụng để giảm đau bụng kinh?,"Trong một số trường hợp nếu áp dụng các cách trên mà cơn đau vẫn ảnh hưởng nghiêm trọng đến hoạt động hằng ngày của bạn, bạn có thể sử dụng một số loại thuốc giảm đau không cần kê đơn của bác sĩ như Acetaminophen (Paracetamol, Tylenol)….6","Một số loại thuốc giảm đau không cần kê đơn thường được sử dụng để giảm đau bụng kinh bao gồm Acetaminophen (Paracetamol, Tylenol).","Các loại thuốc giảm đau không cần kê đơn thường được sử dụng để giảm đau bụng kinh là Acetaminophen (Paracetamol, Tylenol)."
2173,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Herpes sinh dục có thể gây ra tình trạng gì ngoài tổn thương vùng kín?,"Nhiễm Herpes sinh dục làm tăng nguy cơ lây truyền HIV/AIDS lên 5 – 9 lần. Triệu chứng tổng quát thường là mệt mỏi, nóng sốt, nhức đầu. Tổn thương ban đầu đặc trưng là hồng ban, mụn nước mọc thành chùm. Thường xuất hiện ở âm hộ, đầu dương vật, cảm giác rát da và ngứa. Có thể có triệu chứng đi kèm khác như tiểu khó, bí tiểu.","Nhiễm Herpes sinh dục có thể gây mệt mỏi, nóng sốt và nhức đầu.","Herpes sinh dục có thể gây ra tình trạng tiểu khó, bí tiểu."
